#t,	body1,	body2,	number_of_contacts,	average_cp_x,	average_cp_y,	average_cp_z,	average_cn_x,	average_cn_y,	average_cn_z,	f_x,	f_y,	f_z,	m_x,	m_y,	m_z
13.243,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	10,	0.0345684,	0.0111568,	1.248,	0.934609,	0.00197448,	-0.351221,	120.091,	4.93077,	-20.9072,	-0.647305,	14.2641,	-0.356486
13.243,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0434821,	0.0162407,	1.2497,	0.000139472,	1.47665e-06,	-1,	-160.066,	0.97154,	-445.675,	-6.15227,	-27.124,	1.98902
13.244,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0491035,	0.032763,	1.22194,	0.00211665,	-0.999998,	4.91505e-06,	5.22071,	-85.418,	-8.08786,	8.08169,	0.424605,	0.732363
13.244,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345077,	-0.00871252,	1.24768,	0.967788,	0.00204725,	-0.250252,	3.64872e-94,	-2.89775e-94,	1.86506e-94,	3.35821e-95,	4.94742e-95,	1.11591e-95
13.244,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366303,	-0.00322941,	1.24937,	0.243178,	0.000510072,	-0.946662,	-49.2195,	-4.82336,	-696.173,	8.49604,	-22.1199,	-0.808783
13.245,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345171,	0.0112156,	1.24787,	0.945741,	0.00200591,	-0.308821,	191.515,	0.491563,	115.302,	0.166417,	26.3582,	-0.388847
13.245,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435252,	0.0162488,	1.24972,	0.000153203,	2.05216e-05,	-1,	-154.686,	-3.98886,	-520.204,	-6.5328,	-27.6314,	1.97051
13.246,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0490429,	0.0327418,	1.22181,	0.00211683,	-0.999998,	-8.15587e-06,	6.41637,	-58.6605,	-14.0161,	5.36801,	0.454276,	0.586487
13.246,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.034499,	-0.00871895,	1.24767,	0.967731,	0.00205057,	-0.250475,	0.221808,	-0.00495242,	0.134763,	-0.00180012,	0.0305517,	0.00408558
13.246,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036634,	-0.0032301,	1.24937,	0.242884,	0.00052187,	-0.946975,	-46.695,	-10.018,	-701.106,	9.18521,	-21.926,	-0.671516
13.247,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345322,	0.0101158,	1.24795,	0.941013,	0.00198578,	-0.334067,	155.549,	1.38469,	74.094,	-0.0247973,	20.961,	-0.339513
13.247,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.043554,	0.0162479,	1.24976,	0.000223556,	-5.12848e-06,	-1,	-158.123,	-2.45248,	-522.384,	-6.75597,	-28.0932,	1.98911
13.248,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0490367,	0.0327443,	1.22184,	0.00212953,	-0.999998,	-2.20562e-05,	0.557242,	-60.0859,	-11.4807,	5.56844,	-0.0855095,	0.752798
13.248,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345122,	-0.00874369,	1.24772,	0.96775,	0.00206638,	-0.250406,	3.63839e-94,	2.88963e-94,	1.85979e-94,	-3.75753e-95,	4.93378e-95,	-3.15771e-96
13.248,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366417,	-0.00322338,	1.2494,	0.246633,	0.000546059,	-0.945066,	-53.7837,	-10.2433,	-695.366,	9.18943,	-22.6619,	-0.724904
13.249,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.049074,	0.0327595,	1.22193,	0.00212584,	-0.999998,	-1.96597e-05,	11.931,	-75.4728,	3.52697,	7.40361,	1.19224,	0.467561
13.249,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345582,	0.0101169,	1.24803,	0.934135,	0.00199281,	-0.355665,	131.696,	1.7536,	-47.5161,	-0.309046,	15.0383,	-0.301839
13.249,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435387,	0.0162425,	1.24975,	9.26103e-05,	1.98566e-05,	-1,	-173.322,	-0.95863,	-428.438,	-5.67754,	-28.4933,	2.20132
13.25,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0490533,	0.0327574,	1.22186,	0.00212948,	-0.999998,	-1.51671e-05,	11.2193,	-85.2803,	-8.71047,	8.04561,	0.99857,	0.586342
13.25,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345199,	-0.00870596,	1.24769,	0.967633,	0.00206436,	-0.250857,	0.0228497,	0.0189016,	0.0138708,	-0.00256631,	0.00314679,	-6.05663e-05
13.25,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.036647,	-0.00321303,	1.24938,	0.242135,	0.000529989,	-0.94718,	-46.1958,	-6.27745,	-701.111,	8.70459,	-21.8599,	-0.74836
13.251,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345373,	0.0101048,	1.24788,	0.946205,	0.0020167,	-0.313882,	164.788,	0.571438,	91.8586,	0.110109,	22.5109,	-0.337591
13.251,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435378,	0.0162435,	1.24972,	0.000114077,	-1.41445e-06,	-1,	-151.125,	-3.7651,	-498.863,	-6.27005,	-26.8465,	1.92403
13.251,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366481,	-0.00321924,	1.24937,	0.242202,	0.000505182,	-0.947384,	-50.7286,	-7.1329,	-706.639,	8.87751,	-22.5521,	-0.77771
13.251,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0490004,	0.0327374,	1.22175,	0.00213438,	-0.999998,	1.2425e-05,	4.26817,	-55.6968,	-15.3148,	5.04353,	0.227079,	0.60578
13.252,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0345099,	-0.00843266,	1.24768,	0.966903,	0.0020606,	-0.253453,	0.131668,	0.0407829,	0.0799453,	-0.00643065,	0.0181346,	0.00134004
13.252,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345328,	0.0101118,	1.248,	0.938446,	0.00201289,	-0.342537,	136.796,	-0.259708,	62.6779,	0.155415,	18.3786,	-0.26305
13.252,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435151,	0.0162413,	1.24977,	8.98298e-05,	2.5076e-05,	-1,	-143.276,	-4.91941,	-490.078,	-6.01255,	-25.746,	1.84595
13.254,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0490265,	0.0327376,	1.2218,	0.00213749,	-0.999998,	-1.3252e-05,	4.75382,	-58.3143,	-16.4502,	5.27124,	0.26185,	0.625609
13.254,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345302,	-0.00871455,	1.24769,	0.967661,	0.0020717,	-0.250751,	0.059131,	0.0249182,	0.0359031,	-0.00369769,	0.00814341,	0.0004381
13.254,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366584,	-0.00322424,	1.24939,	0.240669,	0.000526993,	-0.948013,	-49.4267,	-8.41529,	-704.266,	8.99707,	-22.3343,	-0.736533
13.255,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345832,	0.0101175,	1.24803,	0.931841,	0.00199303,	-0.362124,	99.0241,	1.93385,	42.2104,	-0.154891,	13.2289,	-0.242487
13.255,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435052,	0.0162409,	1.24971,	0.000112154,	-4.00413e-06,	-1,	-130.703,	-1.56353,	-494.618,	-6.49213,	-24.2471,	1.63004
13.256,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0490117,	0.0327333,	1.22179,	0.00215227,	-0.999998,	-2.74769e-05,	0.560367,	-59.8726,	-12.5917,	5.51719,	-0.0989899,	0.751869
13.256,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345213,	-0.00874472,	1.24772,	0.967702,	0.00208965,	-0.250599,	0.165675,	0.00606522,	0.100644,	-0.00253968,	0.0228195,	0.00280551
13.256,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366547,	-0.00321744,	1.2494,	0.244758,	0.000552782,	-0.946057,	-53.2131,	-10.713,	-697.961,	9.2473,	-22.6519,	-0.711249
13.257,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0490517,	0.0327491,	1.22189,	0.00215061,	-0.999998,	-2.25886e-05,	9.94072,	-70.5514,	1.84083,	6.88146,	0.981846,	0.469338
13.257,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346081,	0.0101164,	1.2481,	0.924116,	0.00199605,	-0.382105,	101.782,	2.68005,	-78.7895,	-0.484833,	10.5862,	-0.266229
13.257,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435139,	0.0162338,	1.24975,	2.48894e-05,	2.26421e-05,	-1,	-150.703,	-0.239925,	-405.862,	-5.45799,	-25.3212,	1.89601
13.258,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0490317,	0.0327469,	1.22183,	0.00215419,	-0.999998,	-1.82221e-05,	9.14896,	-80.8897,	-10.2229,	7.57955,	0.781999,	0.595656
13.258,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.034523,	-0.00869798,	1.24769,	0.967736,	0.00208926,	-0.250468,	0.0547061,	0.0273062,	0.0332416,	-0.00394239,	0.00753494,	0.000298482
13.258,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366539,	-0.00320653,	1.24939,	0.241911,	0.000538391,	-0.947622,	-46.9793,	-6.06369,	-702.924,	8.67599,	-22.0028,	-0.762145
13.259,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345776,	0.0101023,	1.24794,	0.941008,	0.00202969,	-0.333407,	120.022,	0.439499,	60.524,	0.0649657,	16.2467,	-0.246809
13.259,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435207,	0.016235,	1.24971,	4.72602e-05,	8.17368e-07,	-1,	-130.868,	-3.86763,	-486.941,	-6.09621,	-24.1371,	1.66916
13.26,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0489734,	0.0327277,	1.22172,	0.00215915,	-0.999998,	1.03443e-05,	2.93407,	-54.8699,	-16.3578,	4.93537,	0.0834437,	0.630425
13.26,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345131,	-0.00870747,	1.24767,	0.967771,	0.00208698,	-0.250336,	0.0497587,	0.0310976,	0.0302443,	-0.00435452,	0.00685428,	0.000116516
13.26,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366504,	-0.00321058,	1.24937,	0.243774,	0.000516551,	-0.9469,	-51.2062,	-7.31732,	-705.905,	8.88517,	-22.5969,	-0.775452
13.261,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0345726,	0.0101113,	1.24803,	0.934329,	0.00202519,	-0.354929,	116.174,	-0.392195,	50.665,	0.148233,	15.5473,	-0.219574
13.261,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435263,	0.0162374,	1.24975,	1.77673e-05,	2.09768e-05,	-1,	-130.875,	-5.13282,	-490.078,	-5.98726,	-24.1922,	1.69131
13.261,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0489944,	0.0327301,	1.22175,	0.00216129,	-0.999998,	-8.74527e-06,	3.97192,	-57.4834,	-17.2641,	5.16792,	0.174841,	0.636688
13.262,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345283,	-0.00870227,	1.24769,	0.967755,	0.00209379,	-0.250396,	0.0256026,	0.000860249,	0.0155598,	-0.000382929,	0.00352649,	0.000435117
13.262,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366595,	-0.00321157,	1.24939,	0.242666,	0.000532757,	-0.947271,	-50.0522,	-8.68764,	-702.649,	9.01203,	-22.3762,	-0.732575
13.263,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346188,	0.0101152,	1.24804,	0.928942,	0.00200594,	-0.369851,	95.3358,	0.487878,	39.8514,	0.0184754,	12.7167,	-0.199842
13.263,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435493,	0.016237,	1.24969,	4.02986e-05,	-5.73945e-06,	-1,	-126.817,	-3.93122,	-503.781,	-6.32147,	-23.8882,	1.61768
13.264,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0489837,	0.0327245,	1.22174,	0.0021665,	-0.999998,	-5.83856e-06,	6.69327,	-58.9209,	-12.9403,	5.41344,	0.492375,	0.588052
13.264,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345291,	-0.0087295,	1.24772,	0.967777,	0.00209816,	-0.250312,	0.10035,	-0.00807471,	0.0610071,	-9.69337e-05,	0.013823,	0.00198902
13.264,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366581,	-0.00320887,	1.2494,	0.246682,	0.000539956,	-0.945245,	-45.5585,	-10.5038,	-694.316,	9.16751,	-21.6232,	-0.635793
13.265,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0490152,	0.0327435,	1.22185,	0.00216608,	-0.999998,	-2.72027e-06,	1.11062,	-76.3703,	-14.9947,	7.02169,	-0.0454969,	0.751803
13.265,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0346363,	0.010168,	1.24812,	0.920132,	0.00199415,	-0.391602,	87.1561,	-0.514123,	35.1287,	0.132487,	11.5957,	-0.158999
13.265,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0435861,	0.0162313,	1.24975,	4.63823e-05,	2.82074e-06,	-1,	-129.931,	-6.06341,	-513.434,	-6.19047,	-24.4125,	1.69168
13.266,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	6,	0.0345149,	-0.00872126,	1.24772,	0.967865,	0.00209489,	-0.249974,	31.4473,	1.00989,	-59.1863,	0.606387,	2.39462,	0.369907
13.266,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366436,	-0.00320745,	1.2494,	0.247301,	0.000529254,	-0.94507,	-68.4691,	-0.849929,	-620.186,	7.17744,	-22.7457,	-1.03225
13.267,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0490145,	0.0327453,	1.22184,	0.0021662,	-0.999998,	6.82476e-06,	8.73365,	-75.355,	4.18109,	7.40181,	0.888437,	0.550883
13.267,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0346654,	0.0101843,	1.24814,	0.91023,	0.00198406,	-0.414099,	91.8038,	0.442161,	32.0801,	0.00933718,	12.0975,	-0.19346
13.267,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0436136,	0.0162478,	1.24971,	5.28506e-05,	2.54055e-05,	-1,	-125.866,	-3.93522,	-517.453,	-6.51954,	-23.9539,	1.61045
13.268,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0345143,	-0.00873042,	1.24771,	0.967465,	0.00209275,	-0.251315,	2.16939e-94,	1.72588e-94,	1.11814e-94,	-2.25887e-95,	2.94366e-95,	-1.61829e-96
13.268,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366352,	-0.00321045,	1.24937,	0.251382,	0.000528375,	-0.943369,	-51.702,	-0.443945,	-688.411,	7.88541,	-22.2473,	-0.909605
13.269,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	10,	0.0489525,	0.0327164,	1.22166,	0.00217862,	-0.999998,	-1.85645e-05,	2.43129,	-62.5031,	-7.45395,	5.89436,	0.144906,	0.742765
13.269,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	8,	0.0346847,	0.0101794,	1.24818,	0.910274,	0.00199083,	-0.414002,	90.9024,	-2.0138,	29.5497,	0.306914,	11.9235,	-0.131567
13.269,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0436442,	0.016243,	1.24974,	7.12489e-06,	1.858e-05,	-1,	-128.979,	-10.7522,	-515.321,	-5.64072,	-24.2953,	1.75987
13.27,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0489927,	0.0327331,	1.22175,	0.0021831,	-0.999998,	1.79438e-05,	6.28627,	-69.1457,	-9.6791,	6.44841,	0.509171,	0.55062
13.27,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0345193,	-0.00864347,	1.24773,	0.96733,	0.00210726,	-0.251838,	2.9479e-94,	2.34375e-94,	1.51499e-94,	-3.05981e-95,	3.99915e-95,	-2.33889e-96
13.27,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366449,	-0.00322806,	1.24939,	0.24994,	0.000528707,	-0.943913,	-46.5399,	4.43535,	-687.647,	7.25633,	-21.5911,	-0.971391
13.271,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0489877,	0.0327245,	1.22175,	0.00218272,	-0.999998,	-7.66159e-05,	1.28054,	-86.8162,	-8.91161,	8.17642,	0.032636,	0.856964
13.271,	object::object::object_collision,	soft_hand::soft_hand_middle_middle_link::soft_hand_middle_middle_link_collision,	9,	0.0346976,	0.0101351,	1.24819,	0.907066,	0.00201214,	-0.420983,	91.0146,	-3.00796,	24.8799,	0.420606,	11.8238,	-0.10915
13.271,	object::object::object_collision,	soft_hand::soft_hand_middle_distal_link::soft_hand_middle_distal_link_collision,	10,	0.0436699,	0.0162528,	1.24974,	2.78208e-05,	7.66768e-05,	-1,	-133.253,	-14.2825,	-518.13,	-5.24712,	-24.8607,	1.87143
13.272,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	5,	0.0489851,	0.0327243,	1.22173,	0.00218812,	-0.999998,	-1.75795e-05,	5.24011,	-81.8988,	11.0607,	8.19869,	0.620181,	0.707924
13.272,	object::object::object_collision,	soft_hand::soft_hand_ring_middle_link::soft_hand_ring_middle_link_collision,	5,	0.0345242,	-0.00859328,	1.24773,	0.967189,	0.00212077,	-0.25238,	23.1192,	1.8965,	-44.0128,	0.309917,	1.74861,	0.241648
13.272,	object::object::object_collision,	soft_hand::soft_hand_ring_distal_link::soft_hand_ring_distal_link_collision,	10,	0.0366498,	-0.00324481,	1.24939,	0.248642,	0.000560661,	-0.944345,	-64.8518,	1.49543,	-627.853,	6.98645,	-22.472,	-1.05348
13.273,	object::object::object_collision,	soft_hand::soft_hand_index_distal_link::soft_hand_index_distal_link_collision,	6,	0.049151,	0.032717,	1.22161,	0.00219031,	-0.999998,	-5.10119e-05,	6.49076,	-92.6658,	-1.46811,	8.92271,	0.612485,	0.789281
