trial,plan iters,plan time,best cost,configCheckTime,connectTime,knnTime,numComponents,numEdgeChecks,numIters,numMilestones
1,7363,4.78729,1.4606,0.0269604,3.39224,1.35613,1,2235,7363,1039
1,7451,4.82592,1.4606,0.0272384,3.40422,1.38235,1,2252,7451,1048
1,7530,4.86659,1.4606,0.0274809,3.41811,1.40874,1,2281,7530,1061
2,1,5.5818e-05,1.4606,2.3867e-05,0,3.0026e-05,1,0,1,2
2,60,0.105842,1.4606,0.000359162,0.104633,0.000783761,1,20,60,12
2,109,0.203432,1.4606,0.000626317,0.200923,0.00177539,1,36,109,21
2,161,0.302645,1.74326,0.000919651,0.29838,0.00318316,1,62,161,32
2,188,0.365184,1.74326,0.00105977,0.35996,0.00396269,1,106,188,41
2,224,0.414638,1.74326,0.00123261,0.408183,0.00496202,1,137,224,49
2,264,0.46032,1.74326,0.0013939,0.452539,0.00605951,1,174,264,57
2,305,0.501302,1.74326,0.00157637,0.491782,0.00755504,1,200,305,62
2,339,0.555162,1.74326,0.00174383,0.5439,0.00907291,1,232,339,73
2,377,0.599688,1.74326,0.00189781,0.586605,0.010672,1,256,377,82
2,425,0.631376,1.74326,0.00209067,0.61628,0.0124147,1,265,425,88
2,480,0.653859,1.74326,0.00229623,0.636452,0.0144303,1,280,480,94
2,521,0.695143,1.74326,0.00247677,0.675479,0.0164416,1,297,521,101
2,563,0.738535,1.74326,0.00264846,0.716435,0.0186339,1,319,563,110
2,613,0.765941,1.74326,0.00288944,0.740661,0.0214972,1,331,613,117
2,670,0.78393,1.74326,0.00306152,0.756033,0.0238412,1,342,670,124
2,712,0.825002,1.74326,0.00324244,0.793883,0.0268172,1,363,712,135
2,760,0.863027,1.74326,0.00343954,0.828466,0.0299858,1,381,760,144
2,803,0.900918,1.74326,0.00360776,0.863303,0.0328005,1,392,803,152
2,840,0.950405,1.74326,0.0037679,0.909523,0.0358512,1,407,840,161
2,879,1.00195,1.74326,0.00390956,0.957926,0.0387769,1,427,879,170
2,920,1.04986,1.74326,0.00412321,1.00179,0.0425509,1,440,920,177
2,957,1.08692,1.74326,0.00429913,1.03537,0.0458057,1,450,957,183
2,1003,1.11704,1.74326,0.00450315,1.06115,0.049865,1,476,1003,190
2,1043,1.16009,1.74326,0.00467253,1.1,0.0538277,1,511,1043,200
2,1091,1.1975,1.74326,0.00484537,1.13274,0.0582388,1,533,1091,211
2,1146,1.2214,1.74326,0.00505632,1.152,0.0625822,1,545,1146,217
2,1192,1.26375,1.74326,0.00522647,1.18963,0.0670546,1,560,1192,225
2,1233,1.30641,1.74326,0.00537583,1.22804,0.07109,1,574,1233,233
2,1284,1.33345,1.74326,0.00557485,1.24945,0.0764351,1,589,1284,244
2,1325,1.38988,1.74326,0.00578156,1.30042,0.0816227,1,616,1325,252
2,1365,1.43298,1.74326,0.00596557,1.33824,0.0866636,1,632,1365,260
2,1402,1.48009,1.74326,0.0061157,1.38107,0.0907368,1,647,1402,267
2,1442,1.53517,1.74326,0.00630202,1.43094,0.0957019,1,667,1442,275
2,1486,1.57273,1.74326,0.00649796,1.46283,0.101106,1,677,1486,281
2,1520,1.62215,1.74326,0.00667003,1.50679,0.106343,1,698,1520,290
2,1564,1.65998,1.74326,0.00678436,1.54052,0.110253,1,711,1564,297
2,1609,1.69863,1.74326,0.0069726,1.57274,0.116416,1,727,1609,306
2,1648,1.75468,1.74326,0.00717509,1.62213,0.122812,1,750,1648,314
2,1690,1.79013,1.74326,0.0073818,1.65052,0.129603,1,765,1690,323
2,1739,1.82032,1.74326,0.0075839,1.6736,0.136432,1,780,1739,331
2,1784,1.85684,1.74326,0.00778215,1.70291,0.143374,1,793,1784,340
2,1846,1.87261,1.74326,0.00806933,1.70982,0.151865,1,800,1846,345
2,1885,1.91639,1.74326,0.00827104,1.74449,0.16069,1,827,1885,359
2,1924,1.96902,1.74326,0.00846121,1.79041,0.167158,1,855,1924,366
2,1963,2.01079,1.74326,0.00863906,1.82554,0.173546,1,871,1963,372
2,2007,2.05227,1.74326,0.00879535,1.86046,0.179873,1,891,2007,380
2,2048,2.09041,1.74326,0.00898474,1.8905,0.187724,1,917,2048,389
2,2095,2.12901,1.74326,0.00929232,1.92045,0.19599,1,934,2095,398
2,2140,2.16822,1.74326,0.00948864,1.95079,0.204584,1,952,2140,409
2,2178,2.21671,1.74326,0.00965725,1.99015,0.21347,1,979,2178,423
